Name,Star,Stars_count,Price,Area,Category,Services,Searched City
Flavor Lao Bowl,5,44,n/a,Greenwood,"['Laotian', 'Hot Pot']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Tres Hermanos Family Mexican Restaurant,4,204,$$,,['Mexican'],['Takeout'],Kirkland
Tutta Bella Neapolitan Pizzeria - Kirkland,4,13,n/a,,"['Pizza', 'Italian', 'Salad']","['Delivery', 'Takeout']",Kirkland
Black Bottle,4,679,$$,,"['American (New)', 'Gastropubs', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",Kirkland
Fire & the Feast,4,60,n/a,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Archipelago,5,36,$$$$,Hillman City,"['Filipino', 'Noodles', 'Soup']","['Delivery', 'Takeout']",Kirkland
Azuki Handmade Japanese Udon Noodles,4.5,101,$$,Madison Valley,"['Japanese', 'Noodles']","['Outdoor dining', 'Takeout']",Kirkland
Salty’s on Alki Beach,4,2006,$$$,,"['Seafood', 'Venues & Event Spaces', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Stoup Brewing Kenmore,3.5,47,$$,,"['Breweries', 'Pizza', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Route 522 Taproom,4.5,154,$$,,"['Beer Bar', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
List,4.5,1948,$$,Belltown,"['Tapas/Small Plates', 'Cocktail Bars', 'American (Traditional)']",['Delivery'],Kirkland
Acropolis Pizza & Pasta,4,256,$$,,"['Pizza', 'Italian', 'Sandwiches']","['Delivery', 'Takeout']",Kirkland
Katsu-ya Seattle,4.5,89,$$,South Lake Union,"['Sushi Bars', 'Japanese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Toshi’s Teriyaki,4,84,$,,['Japanese'],[],Kirkland
Sages Restaurant,4.5,267,$$,,"['Italian', 'Gluten-Free']",['Takeout'],Kirkland
Cafe Happy,4,195,$,,"['Taiwanese', 'Juice Bars & Smoothies', 'Bubble Tea']","['Delivery', 'Takeout']",Kirkland
Blotto,5,11,n/a,Capitol Hill,['Pizza'],"['Opened 3 months ago', 'Outdoor dining']",Kirkland
Katsu-ya Seattle,4.5,89,$$,South Lake Union,"['Sushi Bars', 'Japanese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Korea House,4.5,662,$$,,['Korean'],"['Delivery', 'Takeout']",Kirkland
Toshi’s Teriyaki,4,84,$,,['Japanese'],[],Kirkland
Mioposto,4,174,$$,,"['Pizza', 'Italian', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Stoup Brewing Kenmore,3.5,47,$$,,"['Breweries', 'Pizza', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Nick’s On Madison,4.5,46,n/a,,"['American (New)', 'Desserts', 'Salad']",['Takeout'],Kirkland
Autumn Seattle,4.5,14,n/a,Phinney Ridge,"['Modern European', 'Italian', 'Tapas Bars']",['Opened 2 months ago'],Kirkland
Fang’s Noodle House,5,1,n/a,,['Noodles'],[],Kirkland
Taurus Ox,4.5,164,$$,Central District,"['Laotian', 'Asian Fusion', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
The Shambles,4.5,208,$$,Wedgwood,"['Beer Bar', 'American (New)']","['Delivery', 'Takeout']",Kirkland
Bugis,4.5,106,$$,University District,['Korean'],[],Kirkland
Witness,4.5,847,$$,Capitol Hill,"['Southern', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Sitar Indian Cuisine,4,169,$$,,"['Indian', 'Buffets']","['Delivery', 'Takeout']",Kirkland
Thai Grill,4,9,n/a,,"['Thai', 'Salad', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Spark Pizza,4.5,242,$$,,"['Pizza', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Cactus Restaurants,4,827,$$,,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kirkland
The French Bakery,4,265,$$,,"['Bakeries', 'Cafes', 'Patisserie/Cake Shop']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Tokyo Stop,4,63,$$,,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Kirkland
Ivar’s Seafood Bar,3.5,50,n/a,,"['Seafood', 'Fish & Chips']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Island Soul Rum Bar & Soul Shack,4,894,$$,Columbia City,"['Caribbean', 'Bars', 'Soul Food']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Donburi Station - Bellevue,4.5,45,$$,,"['Japanese', 'Poke', 'Salad']","['Delivery', 'Takeout']",Kirkland
Nue,4,1067,$$,Capitol Hill,"['Tapas/Small Plates', 'Cocktail Bars', 'Breakfast & Brunch']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Carmine’s,4,365,$$$,,['Italian'],['Outdoor dining'],Kirkland
Cafe Bahar,4,150,$$,,['Indian'],"['Delivery', 'Takeout']",Kirkland
Tabassum,4.5,29,$,,"['Food Trucks', 'Uzbek', 'Halal']",[],Kirkland
Jawhara Café,4.5,25,$$,,"['Mediterranean', 'Moroccan', 'Sandwiches']",['Delivery'],Kirkland
aa Sushi,4,365,$$,,"['Sushi Bars', 'Conveyor Belt Sushi']","['Delivery', 'Takeout']",Kirkland
The Pizza Coop & Ale House,4,342,$$,,"['Pizza', 'Sports Bars', 'Sandwiches']","['Outdoor dining', 'Takeout']",Kirkland
Toulouse Petit Kitchen & Lounge,4,4256,$$,Lower Queen Anne,"['Breakfast & Brunch', 'American (New)', 'Seafood']","['Delivery', 'Takeout']",Kirkland
mkt.,4.5,324,$$$,Wallingford,['American (New)'],"['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Beach Cafe,3,491,$$,,"['American (New)', 'Seafood', 'Breakfast & Brunch']",['Outdoor dining'],Kirkland
Kirkland Pho House,3.5,311,$,,"['Vietnamese', 'Noodles']",['Delivery'],Kirkland
Spicy PoPo Szechuan Fish,4,12,n/a,,"['Szechuan', 'Seafood']",[],Kirkland
Jawhara Café,4.5,25,$$,,"['Mediterranean', 'Moroccan', 'Sandwiches']",['Delivery'],Kirkland
Archer’s Kitchen + Bar,4.5,10,n/a,,"['American (New)', 'Breakfast & Brunch', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Spark Pizza,4.5,242,$$,,"['Pizza', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Eve Fremont,4,277,$$,Fremont,['American (New)'],"['Delivery', 'Takeout']",Kirkland
S/T Hooligans,5,244,$$,Fremont,"['Cajun/Creole', 'Burgers', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Nue,4,1067,$$,Capitol Hill,"['Tapas/Small Plates', 'Cocktail Bars', 'Breakfast & Brunch']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Vivi Pizzeria,4,390,$$,,"['Pizza', 'Italian', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
George’s,3.5,338,$$,,"['Greek', 'Mediterranean', 'Breakfast & Brunch']","['Outdoor dining', 'Takeout']",Kirkland
Biang Biang Noodles,4,228,$$,First Hill,"['Noodles', 'Chinese']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Amaro Bistro,4,399,$$,,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",Kirkland
Skalka,4.5,275,$$,Downtown,"['Breakfast & Brunch', 'Sandwiches', 'Georgian']","['Outdoor dining', 'Delivery', 'Takeout']",Kirkland
Plaza Garcia,4,224,$$,,['Mexican'],"['Outdoor dining', 'Takeout']",Kirkland
Phnom Penh Noodle House,4.5,75,n/a,Chinatown International District,"['Noodles', 'Cambodian']","['Delivery', 'Takeout']",Kirkland
In Gredients,4.5,82,$$,,['American (New)'],[],Kirkland
Woodblock,4,761,$$,,"['Cocktail Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
The Third Place,4.5,184,$$,,"['Korean', 'Barbeque', 'Chicken Shop']",['Takeout'],Redmond
Jiang’s Kitchen,5,7,n/a,,"['Izakaya', 'Diners']",['Opened 3 weeks ago'],Redmond
The Stone House,4.5,448,$$$,,['American (New)'],"['Outdoor dining', 'Takeout']",Redmond
Archer’s Kitchen + Bar,4.5,10,n/a,,"['American (New)', 'Breakfast & Brunch', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Tipsy Cow Burger Bar - Redmond,4,1304,$$,,"['Burgers', 'Bars']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
Spark Pizza,4.5,242,$$,,"['Pizza', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
151 Days,4.5,36,$$,,"['Chinese', 'Soup', 'Noodles']","['Waitlist opens at 5:00 pm', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
Sip Thai Bistro,4.5,479,$$,,"['Thai', 'Noodles', 'Chicken Wings']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Tian Tian Noodles,4,105,$,,"['Noodles', 'Chinese']","['Delivery', 'Takeout']",Redmond
Sages Restaurant,4.5,267,$$,,"['Italian', 'Gluten-Free']",['Takeout'],Redmond
Rocky’s Empanadas,4.5,254,$,,"['Argentine', 'Empanadas']","['Delivery', 'Takeout']",Redmond
Musashi’s,4,53,$$,,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Dough Zone - Redmond,4,507,$$,,"['Dim Sum', 'Shanghainese', 'Noodles']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
Tropea Ristorante Italiano,4,341,$$,,"['Italian', 'Pizza']",['Takeout'],Redmond
Stone Korean Restaurant,4,747,$$,,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",Redmond
Panda Dim Sum,4.5,49,n/a,Redmond,"['Food Trucks', 'Dim Sum']",[],Redmond
Zio Sal,4,55,n/a,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Bandido’s Mexican Grill,4.5,57,n/a,,"['Mexican', 'Food Trucks']","['Delivery', 'Takeout']",Redmond
The Matador,3.5,884,$$,,"['Bars', 'Mexican']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Jawhara Café,4.5,25,$$,,"['Mediterranean', 'Moroccan', 'Sandwiches']",['Delivery'],Redmond
Farine Bakery & Cafe,4,165,$$,,"['Bakeries', 'Cafes', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
El Toreador,4,393,$$,,['Mexican'],"['Delivery', 'Takeout']",Redmond
Redmond’s Bar & Grill,4,466,$$,,"['Bars', 'American (Traditional)', 'Tacos']","['Delivery', 'Takeout']",Redmond
Simply Desi - Indian Organic food,4,7,n/a,,"['Indian', 'Street Vendors']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Eastside Beerworks,4,91,n/a,,"['Sports Bars', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Biryani Bowl,4.5,15,n/a,,['Indian'],"['Delivery', 'Takeout']",Redmond
Levantine Cuisine,4.5,41,$$,Redmond,"['Food Trucks', 'Mediterranean', 'Syrian']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Ironsteak,4,100,$$,,"['Steakhouses', 'Teppanyaki']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Pomegranate Bistro,3.5,837,$$,,"['Breakfast & Brunch', 'Cocktail Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Feast,4,84,$$,,"['French', 'Brasseries', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Meetea Cafe,4,109,$,,"['Desserts', 'Bubble Tea', 'Sandwiches']","['Delivery', 'Takeout']",Redmond
Dong Ting Chun Redmond,3.5,94,$$,,['Chinese'],"['Delivery', 'Takeout']",Redmond
Matts Rotisserie & Oyster Lounge,3.5,493,$$,,"['Seafood', 'American (Traditional)', 'Live/Raw Food']",[],Redmond
In Gredients,4.5,82,$$,,['American (New)'],[],Redmond
So Tasty,4.5,117,$$,,"['Noodles', 'Chicken Wings', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Nine Way 玖味,4.5,136,$$,,"['Szechuan', 'Hot Pot', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Just Poké,4,95,$$,,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",Redmond
Oto Sushi,4,447,$$,,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Redmond
Crab Season,4.5,79,n/a,,"['Seafood', 'Asian Fusion']","['Delivery', 'Takeout']",Redmond
Shaburina,4,301,$$$,,"['Buffets', 'Hot Pot', 'Japanese']","['Waitlist opens at 5:00 pm', 'Delivery', 'Takeout']",Redmond
Locust Cider - Redmond,4,11,n/a,,"['Cideries', 'Pizza', 'Beer Bar']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Due’ Cucina Italiana - Roosevelt,4,5,n/a,Roosevelt,"['Italian', 'Pasta Shops']",['Opened 4 weeks ago'],Redmond
Bok a Bok Fried Chicken,3,17,n/a,,['Chicken Shop'],[],Redmond
Prime Steakhouse,4,391,$$$,,"['Bars', 'Steakhouses', 'American (New)']",[],Redmond
Homegrown,4,258,$$,,"['Salad', 'Breakfast & Brunch', 'Sandwiches']","['Delivery', 'Takeout']",Redmond
The Guilt Trip,3.5,591,$$,,"['Indian', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Spicy City,3.5,133,$$,,['Szechuan'],[],Redmond
Fuji Steakhouse,3.5,68,$$$,,"['Teppanyaki', 'Sushi Bars', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Rusty Pelican Cafe,4.5,32,$$,,['Breakfast & Brunch'],"['Opened 3 months ago', 'Outdoor dining', 'Takeout']",Redmond
Rusty Pelican Cafe,4.5,32,$$,,['Breakfast & Brunch'],"['Opened 3 months ago', 'Outdoor dining', 'Takeout']",Redmond
The Guilt Trip,3.5,591,$$,,"['Indian', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Creperie de Paris,4,128,$,,"['Creperies', 'French']","['Delivery', 'Takeout']",Redmond
Village Square Cafe,4,451,$$,,"['American (Traditional)', 'Breakfast & Brunch', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Ooba Tooba Mex Grill,4,383,$$,,"['Mexican', 'Tex-Mex']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
The Herbfarm,4,332,$$$$,,['Modern European'],[],Redmond
The Box & Burgers Eatery,4.5,344,$$,,"['Asian Fusion', 'Burgers', 'Hawaiian']","['Outdoor dining', 'Takeout']",Redmond
Reunion Malaysian Cafe + Kitchen,4,204,$$,,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",Redmond
Xiao Chi Jie,4,291,$$,,"['Shanghainese', 'Dim Sum']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
The Urban Homestead,3.5,10,n/a,,"['Comfort Food', 'Coffee & Tea', 'Grocery']","['Outdoor dining', 'Delivery']",Redmond
Reunion Malaysian Cafe + Kitchen,4,204,$$,,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",Redmond
Kanishka Cuisine of India,3.5,927,$$,,['Indian'],"['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
Ishoni Yakiniku,4.5,59,n/a,Capitol Hill,"['Barbeque', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Cactus Restaurants,4,954,$$,,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
The Bistro at Hollywood Schoolhouse,4,164,$$,,"['American (New)', 'Bars', 'Burgers']","['Outdoor dining', 'Takeout']",Redmond
Tanoor,4,435,$$,,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Haiku Sushi & Seafood Buffet,3,529,$$,,"['Sushi Bars', 'Buffets', 'Seafood']","['Delivery', 'Takeout']",Redmond
Blu Sardinia,4,290,$$,,"['Pizza', 'Sardinian']","['Delivery', 'Takeout']",Redmond
Bungalow at Juanita Beach,4,141,$$,,"['Bars', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
How to Cook a Wolf,4,38,n/a,Madison Park,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
BeachHouse bar + grill,3.5,670,$$,,"['American (New)', 'Seafood', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Heritage Restaurant|Bar,4,314,$$,,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Gyu-Kaku Japanese BBQ,4,613,$$$,,"['Barbeque', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Redmond
Lifted Taco,4.5,75,n/a,,['Tacos'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Antojitos Toxicos,5,9,n/a,,"['Mexican', 'Juice Bars & Smoothies']",['Opened 2 months ago'],Redmond
Bungalow at Juanita Beach,4,141,$$,,"['Bars', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Due’ Cucina Italiana - Totem Lake,4.5,101,$$,,"['Italian', 'Pasta Shops']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Donburi Station - Bellevue,4.5,45,$$,,"['Japanese', 'Poke', 'Salad']","['Delivery', 'Takeout']",Redmond
Luigi’s Cocina,4,13,n/a,,"['Mexican', 'Salad', 'Breakfast & Brunch']",[],Redmond
Hello Poke,4,129,$$,,"['Hawaiian', 'Poke']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Krawbar,4.5,197,n/a,,"['Seafood', 'Bars', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Mama’s Kitchen,4,302,$$,,"['Korean', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Hello Poke,4,129,$$,,"['Hawaiian', 'Poke']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Pono Plates,4.5,10,n/a,,"['Food Trucks', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Hello Banh Mi,4.5,46,n/a,,"['Vietnamese', 'Sandwiches', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Hollywood Tavern,4,662,$$,,"['Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
BiBi,4.5,99,$$,,"['Mediterranean', 'Caterers', 'Persian/Iranian']","['Delivery', 'Takeout']",Redmond
DERU Market,4.5,1416,$$,,"['Pizza', 'American (New)', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Redmond
The Lounge at DeLille Cellars,4.5,38,$$,,"['Wine Bars', 'Restaurants']","['Proof of vaccination required', 'Opened 3 months ago', 'Delivery', 'Takeout']",Redmond
Purple Cafe and Wine Bar,4,763,$$,,"['American (New)', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Bangkok Basil,4,367,$$,,['Thai'],"['Delivery', 'Takeout']",Redmond
Ten Seconds Yunnan Rice Noodle,4.5,82,$$,,"['Bubble Tea', 'Noodles', 'Chinese']","['Delivery', 'Takeout']",Redmond
Neville’s Restaurant,4,29,$$,,['British'],[],Redmond
Ta Joia,5,123,$$,,"['Asian Fusion', 'Korean']","['Outdoor dining', 'Takeout']",Redmond
Sushi J,4.5,236,$$,,"['Sushi Bars', 'Japanese', 'Poke']","['Delivery', 'Takeout']",Redmond
Musang Seattle,4.5,158,$$,Beacon Hill,['Filipino'],"['Outdoor dining', 'Delivery']",Redmond
The Guest House,4,226,$$,,"['American (Traditional)', 'Pizza', 'Cocktail Bars']","['Outdoor dining', 'Takeout']",Redmond
Hibiscus Mediterranean & Egyptian Cuisine,4.5,52,$,,"['Egyptian', 'Mediterranean']","['Delivery', 'Takeout']",Redmond
Luna Bistro 君月庭,4,110,$$,,"['Barbeque', 'Chinese', 'Noodles']",[],Redmond
BiBi,4.5,99,$$,,"['Mediterranean', 'Caterers', 'Persian/Iranian']","['Delivery', 'Takeout']",Redmond
Vinason Pho Kitchen,4.5,44,$$,,"['Vietnamese', 'Macarons', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
BJ’s Restaurant & Brewhouse,2.5,578,$$,,"['American (New)', 'Breweries', 'Pizza']",['Delivery'],Redmond
Shake Shack,3.5,256,$$,,"['American (Traditional)', 'Fast Food', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
The Commons,3.5,892,$$,,"['Comfort Food', 'American (New)', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Sam’s Tavern,3,235,$$,,"['Burgers', 'Sports Bars', 'Breakfast & Brunch']",['Outdoor dining'],Redmond
Lounge by Topgolf,4,43,n/a,,"['Golf', 'American (New)', 'Lounges']","['Outdoor dining', 'Delivery']",Redmond
Bai Tong Thai Restaurant,4,1380,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Black Bottle,4,679,$$,,"['American (New)', 'Gastropubs', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",Redmond
Hanok,4.5,115,$$,Madison Park,"['Korean', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Como,3.5,191,$$,,"['Italian', 'Pizza', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Como,3.5,191,$$,,"['Italian', 'Pizza', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Sam’s Tavern,3,235,$$,,"['Burgers', 'Sports Bars', 'Breakfast & Brunch']",['Outdoor dining'],Redmond
Santorini Greek Grill,4.5,511,$,,['Greek'],['Outdoor dining'],Redmond
Reckless Noodle House,4.5,263,$$,Atlantic,"['Bars', 'Noodles', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Silverlake Ramen,4,112,$$,,['Ramen'],"['Delivery', 'Takeout']",Redmond
Stack 571 Burger and Whiskey Bar - Kirkland,3.5,17,$$,,"['American (New)', 'Burgers', 'Whiskey Bars']",['Outdoor dining'],Redmond
Tian Fu,4,4,n/a,,['Chinese'],"['Opened 2 months ago', 'Delivery', 'Takeout']",Redmond
Blazing Bagels,4.5,529,$,,"['Bakeries', 'Bagels', 'Sandwiches']","['Outdoor dining', 'Takeout']",Redmond
Yummy Pho,3.5,467,$,,['Vietnamese'],[],Redmond
Karachi Cowboys,4.5,18,n/a,Capitol Hill,"['Pakistani', 'Indian', 'Beer, Wine & Spirits']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Zeitoon Grill House,4,221,$$,,"['Persian/Iranian', 'Middle Eastern', 'Kebab']","['Delivery', 'Takeout']",Redmond
Facing East,4,1921,$$,,"['Chinese', 'Taiwanese']","['Delivery', 'Takeout']",Redmond
Botteco Brazil,4.5,23,n/a,,"['Steakhouses', 'Brazilian', 'Chicken Shop']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Musashi Cafe Yeti Bento,4.5,208,$$,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Vovina,4,153,$$,,"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Izumi,4,747,$$,,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",Redmond
Carillon Kitchen,3.5,54,$$,,"['American (New)', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Yummy Teriyaki,4,320,$,,"['Japanese', 'Korean']","['Delivery', 'Takeout']",Redmond
Gyros 2 Go,4,388,$,,"['Greek', 'Mediterranean', 'Fast Food']","['Delivery', 'Takeout']",Redmond
Brileys BBQ & Grill,4.5,694,$$,,"['Barbeque', 'American (Traditional)']","['Outdoor dining', 'Takeout']",Redmond
Vinason Pho & Grill,4,174,$$,,"['Vietnamese', 'Macarons', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Agave Cocina & Cantina,3.5,342,$$,,"['Mexican', 'Bars']","['Delivery', 'Takeout']",Redmond
Boiling Point,3.5,188,$$,,"['Taiwanese', 'Hot Pot', 'Comfort Food']","['Delivery', 'Takeout']",Redmond
Pasta ya Gotcha!,5,3,n/a,,"['Caterers', 'Italian', 'Food Delivery Services']",['Delivery'],Redmond
Jasmine Kitchen,4.5,214,$$,,"['Mediterranean', 'Halal', 'Salad']","['Delivery', 'Takeout']",Redmond
Zaucer Pizza,4,308,$$,,"['Pizza', 'Italian']","['Delivery', 'Takeout']",Redmond
Asiana Bistro Teriyaki,4,149,$,,"['Japanese', 'Gluten-Free', 'Chinese']",['Takeout'],Redmond
J Michael’s Pub & Eatery,4,94,$$,,"['Pubs', 'American (Traditional)']",[],Redmond
Thai Ginger - Redmond,3,317,$$,,['Thai'],"['Delivery', 'Takeout']",Redmond
MrBeast Burger,3,1,n/a,,"['Food Delivery Services', 'Burgers']",['Delivery'],Redmond
Ciudad,4.5,338,$$,Georgetown,['Tapas/Small Plates'],"['Outdoor dining', 'Takeout']",Redmond
Herfy’s Burgers,4,190,$,,"['Burgers', 'Fish & Chips']",['Takeout'],Redmond
Chewaya Authentic Moroccan BBQ,4,31,$$,,"['Food Trucks', 'Moroccan', 'Barbeque']",[],Redmond
Swift And Savory,4.5,37,n/a,,['American (Traditional)'],['Takeout'],Redmond
W XYZ Bar,4,26,$$,,"['Venues & Event Spaces', 'Cocktail Bars', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Archipelago,5,36,$$$$,Hillman City,"['Filipino', 'Noodles', 'Soup']","['Delivery', 'Takeout']",Redmond
Pickle Time,4.5,144,$$,,"['Burgers', 'Sandwiches', 'American (Traditional)']",['Outdoor dining'],Redmond
